DATE,DESCRIPTION,CREDIT,DEBIT,BALANCE,Cash Flow,Date Value
22/06/2022 16:50:00,Bank Deposit,,"3,000.00","3,000.00","-3,000.00",22/06/2022
24/06/2022 12:06:00,Premium Interest,0.33,,0.33,0.329,24/06/2022
25/06/2022 11:52:00,Premium Interest,0.33,,0.66,0.329,25/06/2022
26/06/2022 11:43:00,Premium Interest,0.33,,0.99,0.329,26/06/2022
27/06/2022 11:56:00,Premium Interest,0.33,,1.32,0.329,27/06/2022
28/06/2022 12:12:00,Premium Interest,0.33,,1.64,0.329,28/06/2022
29/06/2022 11:53:00,Premium Interest,0.33,,1.97,0.329,29/06/2022
30/06/2022 12:07:00,Premium Interest,0.33,,2.30,0.329,30/06/2022
01/07/2022 11:58:00,Premium Interest,0.33,,2.63,0.329,01/07/2022
02/07/2022 12:07:00,Premium Interest,0.33,,2.96,0.329,02/07/2022
03/07/2022 11:50:00,Premium Interest,0.33,,3.29,0.329,03/07/2022
04/07/2022 11:53:00,Premium Interest,0.33,,3.62,0.329,04/07/2022
05/07/2022 12:19:00,Premium Interest,0.34,,3.95,0.337,05/07/2022
06/07/2022 12:05:00,Premium Interest,0.34,,4.29,0.337,06/07/2022
07/07/2022 12:09:00,Premium Interest,0.34,,4.63,0.337,07/07/2022
08/07/2022 12:06:00,Premium Interest,0.34,,4.96,0.337,08/07/2022
09/07/2022 12:13:00,Premium Interest,0.34,,5.30,0.337,09/07/2022
10/07/2022 12:00:00,Premium Interest,0.34,,5.64,0.337,10/07/2022
11/07/2022 12:02:00,Premium Interest,0.34,,5.98,0.337,11/07/2022
12/07/2022 12:24:00,Premium Interest,0.34,,6.31,0.337,12/07/2022
13/07/2022 12:10:00,Premium Interest,0.34,,6.65,0.337,13/07/2022
14/07/2022 12:09:00,Premium Interest,0.34,,6.99,0.337,14/07/2022
15/07/2022 12:18:00,Premium Interest,0.34,,7.32,0.337,15/07/2022
16/07/2022 12:17:00,Premium Interest,0.34,,7.66,0.337,16/07/2022
17/07/2022 12:02:00,Premium Interest,0.34,,8.00,0.337,17/07/2022
18/07/2022 12:07:00,Premium Interest,0.34,,8.33,0.337,18/07/2022
19/07/2022 12:27:00,Premium Interest,0.34,,8.67,0.337,19/07/2022
20/07/2022 12:08:00,Premium Interest,0.34,,9.01,0.337,20/07/2022
21/07/2022 12:35:00,Premium Interest,0.34,,9.35,0.337,21/07/2022
22/07/2022 12:38:00,Premium Interest,0.34,,9.68,0.337,22/07/2022
23/07/2022 12:23:00,Premium Interest,0.34,,10.02,0.337,23/07/2022
24/07/2022 12:34:00,Premium Interest,0.34,,0.36,0.338,24/07/2022
25/07/2022 12:26:00,Premium Interest,0.34,,0.70,0.338,25/07/2022
26/07/2022 12:40:00,Premium Interest,0.34,,1.03,0.338,26/07/2022
27/07/2022 12:55:00,Premium Interest,0.34,,1.37,0.338,27/07/2022
28/07/2022 11:43:00,Premium Interest,0.34,,1.71,0.338,28/07/2022
29/07/2022 08:06:00,Premium Interest,0.34,,2.05,0.338,29/07/2022
30/07/2022 08:06:00,Premium Interest,0.34,,2.39,0.338,30/07/2022
31/07/2022 08:05:00,Premium Interest,0.34,,2.72,0.338,31/07/2022
01/08/2022 08:06:00,Premium Interest,0.34,,3.06,0.338,01/08/2022
02/08/2022 08:07:00,Premium Interest,0.35,,3.41,0.346,02/08/2022
03/08/2022 08:05:00,Premium Interest,0.35,,3.75,0.346,03/08/2022
04/08/2022 08:06:00,Premium Interest,0.35,,4.10,0.346,04/08/2022
05/08/2022 08:05:00,Premium Interest,0.35,,4.45,0.346,05/08/2022
06/08/2022 08:06:00,Premium Interest,0.35,,4.79,0.346,06/08/2022
07/08/2022 08:06:00,Premium Interest,0.35,,5.14,0.346,07/08/2022
08/08/2022 08:05:00,Premium Interest,0.35,,5.49,0.346,08/08/2022
09/08/2022 08:06:00,Premium Interest,0.35,,5.83,0.346,09/08/2022
10/08/2022 08:05:00,Premium Interest,0.35,,6.18,0.346,10/08/2022
11/08/2022 08:05:00,Premium Interest,0.35,,6.53,0.346,11/08/2022
12/08/2022 08:07:00,Premium Interest,0.35,,6.87,0.346,12/08/2022
13/08/2022 08:05:00,Premium Interest,0.35,,7.22,0.346,13/08/2022
14/08/2022 08:06:00,Premium Interest,0.35,,7.56,0.346,14/08/2022
15/08/2022 08:05:00,Premium Interest,0.35,,7.91,0.346,15/08/2022
16/08/2022 08:06:00,Premium Interest,0.35,,8.26,0.346,16/08/2022
17/08/2022 08:06:00,Premium Interest,0.35,,8.60,0.346,17/08/2022
18/08/2022 08:06:00,Premium Interest,0.35,,8.95,0.346,18/08/2022
19/08/2022 08:06:00,Premium Interest,0.35,,9.30,0.346,19/08/2022
20/08/2022 08:07:00,Premium Interest,0.35,,9.64,0.346,20/08/2022
21/08/2022 08:05:00,Premium Interest,0.35,,9.99,0.346,21/08/2022
22/08/2022 08:04:00,Premium Interest,0.35,,10.34,0.346,22/08/2022
23/08/2022 08:06:00,Premium Interest,0.35,,0.68,0.348,23/08/2022
24/08/2022 08:06:00,Premium Interest,0.35,,1.03,0.348,24/08/2022
25/08/2022 08:07:00,Premium Interest,0.35,,1.38,0.348,25/08/2022
26/08/2022 08:06:00,Premium Interest,0.35,,1.73,0.348,26/08/2022
27/08/2022 08:05:00,Premium Interest,0.35,,2.07,0.348,27/08/2022
28/08/2022 08:06:00,Premium Interest,0.35,,2.42,0.348,28/08/2022
29/08/2022 08:05:00,Premium Interest,0.35,,2.77,0.348,29/08/2022
30/08/2022 08:05:00,Premium Interest,0.35,,3.12,0.348,30/08/2022
31/08/2022 08:05:00,Premium Interest,0.35,,3.46,0.348,31/08/2022
01/09/2022 08:09:00,Premium Interest,0.35,,3.81,0.348,01/09/2022
02/09/2022 08:07:00,Premium Interest,0.36,,4.17,0.356,02/09/2022
03/09/2022 08:06:00,Premium Interest,0.36,,4.52,0.356,03/09/2022
04/09/2022 08:05:00,Premium Interest,0.36,,4.88,0.356,04/09/2022
05/09/2022 08:06:00,Premium Interest,0.36,,5.23,0.356,05/09/2022
06/09/2022 08:07:00,Premium Interest,0.36,,5.59,0.356,06/09/2022
07/09/2022 08:07:00,Premium Interest,0.36,,5.95,0.356,07/09/2022
08/09/2022 08:06:00,Premium Interest,0.36,,6.30,0.356,08/09/2022
09/09/2022 08:07:00,Premium Interest,0.36,,6.66,0.356,09/09/2022
10/09/2022 08:06:00,Premium Interest,0.36,,7.01,0.356,10/09/2022
11/09/2022 08:06:00,Premium Interest,0.36,,7.37,0.356,11/09/2022
12/09/2022 08:07:00,Premium Interest,0.36,,7.72,0.356,12/09/2022
13/09/2022 08:06:00,Premium Interest,0.36,,8.08,0.356,13/09/2022
14/09/2022 08:07:00,Premium Interest,0.36,,8.44,0.356,14/09/2022
15/09/2022 08:07:00,Premium Interest,0.36,,8.79,0.356,15/09/2022
16/09/2022 08:06:00,Premium Interest,0.36,,9.15,0.356,16/09/2022
17/09/2022 08:07:00,Premium Interest,0.36,,9.50,0.356,17/09/2022
18/09/2022 08:05:00,Premium Interest,0.36,,9.86,0.356,18/09/2022
19/09/2022 08:07:00,Premium Interest,0.36,,10.21,0.356,19/09/2022
20/09/2022 08:05:00,Premium Interest,0.36,,0.57,0.357,20/09/2022
21/09/2022 08:06:00,Premium Interest,0.36,,0.93,0.357,21/09/2022
22/09/2022 08:07:00,Premium Interest,0.36,,1.29,0.357,22/09/2022
23/09/2022 08:06:00,Premium Interest,0.36,,1.64,0.357,23/09/2022
24/09/2022 08:07:00,Premium Interest,0.36,,2.00,0.357,24/09/2022
25/09/2022 08:06:00,Premium Interest,0.36,,2.36,0.357,25/09/2022
26/09/2022 08:06:00,Premium Interest,0.36,,2.71,0.357,26/09/2022
27/09/2022 08:08:00,Premium Interest,0.36,,3.07,0.357,27/09/2022
28/09/2022 08:08:00,Premium Interest,0.36,,3.43,0.357,28/09/2022
29/09/2022 08:08:00,Premium Interest,0.36,,3.78,0.357,29/09/2022
30/09/2022 08:09:00,Premium Interest,0.36,,4.14,0.357,30/09/2022
01/10/2022 08:08:00,Premium Interest,0.36,,4.50,0.357,01/10/2022
02/10/2022 08:07:00,Premium Interest,0.37,,4.86,0.365,02/10/2022
03/10/2022 08:06:00,Premium Interest,0.37,,5.23,0.365,03/10/2022
03/10/2022 16:44:00,Bank Deposit,,"1,000.00","1,005.23","-1,000.000",03/10/2022
04/10/2022 08:06:00,Premium Interest,0.37,,"1,005.59",0.365,04/10/2022
05/10/2022 08:08:00,Premium Interest,0.49,,6.08,0.486,05/10/2022
06/10/2022 08:07:00,Premium Interest,0.49,,6.57,0.486,06/10/2022
07/10/2022 08:08:00,Premium Interest,0.49,,7.05,0.486,07/10/2022
08/10/2022 08:06:00,Premium Interest,0.49,,7.54,0.486,08/10/2022
09/10/2022 08:07:00,Premium Interest,0.49,,8.02,0.486,09/10/2022
10/10/2022 08:06:00,Premium Interest,0.49,,8.51,0.486,10/10/2022
11/10/2022 08:08:00,Premium Interest,0.49,,8.99,0.486,11/10/2022
12/10/2022 08:07:00,Premium Interest,0.49,,9.48,0.486,12/10/2022
13/10/2022 08:07:00,Premium Interest,0.49,,9.97,0.486,13/10/2022
14/10/2022 08:06:00,Premium Interest,0.49,,10.45,0.486,14/10/2022
15/10/2022 08:05:00,Premium Interest,0.49,,0.94,0.487,15/10/2022
16/10/2022 08:06:00,Premium Interest,0.49,,1.43,0.487,16/10/2022
17/10/2022 08:05:00,Premium Interest,0.49,,1.91,0.487,17/10/2022
18/10/2022 08:06:00,Premium Interest,0.49,,2.40,0.487,18/10/2022
19/10/2022 08:06:00,Premium Interest,0.49,,2.89,0.487,19/10/2022
20/10/2022 08:05:00,Premium Interest,0.49,,3.37,0.487,20/10/2022
21/10/2022 08:06:00,Premium Interest,0.49,,3.86,0.487,21/10/2022
22/10/2022 08:06:00,Premium Interest,0.49,,4.35,0.487,22/10/2022
23/10/2022 08:06:00,Premium Interest,0.49,,4.84,0.487,23/10/2022
24/10/2022 08:05:00,Premium Interest,0.49,,5.32,0.487,24/10/2022
25/10/2022 08:07:00,Premium Interest,0.49,,5.81,0.487,25/10/2022
26/10/2022 08:06:00,Premium Interest,0.49,,6.30,0.487,26/10/2022
27/10/2022 08:06:00,Premium Interest,0.49,,6.78,0.487,27/10/2022
28/10/2022 08:07:00,Premium Interest,0.49,,7.27,0.487,28/10/2022
29/10/2022 08:06:00,Premium Interest,0.49,,7.76,0.487,29/10/2022
30/10/2022 08:06:00,Premium Interest,0.49,,8.24,0.487,30/10/2022
31/10/2022 08:05:00,Premium Interest,0.49,,8.73,0.487,31/10/2022
01/11/2022 08:07:00,Premium Interest,0.49,,9.22,0.487,01/11/2022
02/11/2022 08:08:00,Premium Interest,0.51,,9.73,0.509,02/11/2022
03/11/2022 08:08:00,Premium Interest,0.51,,10.24,0.509,03/11/2022
04/11/2022 08:07:00,Premium Interest,0.51,,0.75,0.510,04/11/2022
05/11/2022 08:07:00,Premium Interest,0.51,,1.26,0.510,05/11/2022
06/11/2022 08:08:00,Premium Interest,0.51,,1.77,0.510,06/11/2022
07/11/2022 08:06:00,Premium Interest,0.51,,2.28,0.510,07/11/2022
08/11/2022 08:06:00,Premium Interest,0.51,,2.79,0.510,08/11/2022
09/11/2022 08:06:00,Premium Interest,0.51,,3.30,0.510,09/11/2022
10/11/2022 08:06:00,Premium Interest,0.51,,3.81,0.510,10/11/2022
11/11/2022 08:06:00,Premium Interest,0.51,,4.32,0.510,11/11/2022
12/11/2022 08:08:00,Premium Interest,0.51,,4.83,0.510,12/11/2022
13/11/2022 08:06:00,Premium Interest,0.51,,5.34,0.510,13/11/2022
14/11/2022 08:06:00,Premium Interest,0.51,,5.85,0.510,14/11/2022
15/11/2022 08:07:00,Premium Interest,0.51,,6.36,0.510,15/11/2022
16/11/2022 08:07:00,Premium Interest,0.51,,6.87,0.510,16/11/2022
17/11/2022 08:06:00,Premium Interest,0.51,,7.38,0.510,17/11/2022
18/11/2022 08:07:00,Premium Interest,0.51,,7.89,0.510,18/11/2022
19/11/2022 08:09:00,Premium Interest,0.51,,8.40,0.510,19/11/2022
20/11/2022 08:06:00,Premium Interest,0.51,,8.91,0.510,20/11/2022
21/11/2022 08:06:00,Premium Interest,0.51,,9.42,0.510,21/11/2022
22/11/2022 08:07:00,Premium Interest,0.51,,9.93,0.510,22/11/2022
23/11/2022 08:07:00,Premium Interest,0.51,,10.44,0.510,23/11/2022
24/11/2022 08:07:00,Premium Interest,0.51,,0.96,0.512,24/11/2022
25/11/2022 08:06:00,Premium Interest,0.51,,1.47,0.512,25/11/2022
26/11/2022 08:06:00,Premium Interest,0.51,,1.98,0.512,26/11/2022
27/11/2022 08:07:00,Premium Interest,0.51,,2.49,0.512,27/11/2022
28/11/2022 08:05:00,Premium Interest,0.51,,3.00,0.512,28/11/2022
29/11/2022 08:08:00,Premium Interest,0.51,,3.51,0.512,29/11/2022
30/11/2022 08:08:00,Premium Interest,0.51,,4.03,0.512,30/11/2022
01/12/2022 08:08:00,Premium Interest,0.51,,4.54,0.512,01/12/2022
02/12/2022 08:07:00,Premium Interest,0.53,,5.07,0.534,02/12/2022
03/12/2022 08:07:00,Premium Interest,0.53,,5.61,0.534,03/12/2022
04/12/2022 08:07:00,Premium Interest,0.53,,6.14,0.534,04/12/2022
05/12/2022 08:06:00,Premium Interest,0.53,,6.67,0.534,05/12/2022
06/12/2022 08:08:00,Premium Interest,0.53,,7.21,0.534,06/12/2022
07/12/2022 08:09:00,Premium Interest,0.53,,7.74,0.534,07/12/2022
08/12/2022 08:06:00,Premium Interest,0.53,,8.28,0.534,08/12/2022
09/12/2022 08:08:00,Premium Interest,0.53,,8.81,0.534,09/12/2022
10/12/2022 08:07:00,Premium Interest,0.53,,9.34,0.534,10/12/2022
11/12/2022 08:07:00,Premium Interest,0.53,,9.88,0.534,11/12/2022
12/12/2022 08:06:00,Premium Interest,0.53,,10.41,0.534,12/12/2022
13/12/2022 08:08:00,Premium Interest,0.54,,0.95,0.535,13/12/2022
14/12/2022 08:07:00,Premium Interest,0.54,,1.48,0.535,14/12/2022
15/12/2022 08:08:00,Premium Interest,0.54,,2.02,0.535,15/12/2022
16/12/2022 08:07:00,Premium Interest,0.54,,2.55,0.535,16/12/2022
17/12/2022 08:09:00,Premium Interest,0.54,,3.09,0.535,17/12/2022
18/12/2022 08:06:00,Premium Interest,0.54,,3.62,0.535,18/12/2022
19/12/2022 08:06:00,Premium Interest,0.54,,4.16,0.535,19/12/2022
20/12/2022 08:09:00,Premium Interest,0.54,,4.69,0.535,20/12/2022
21/12/2022 08:07:00,Premium Interest,0.54,,5.23,0.535,21/12/2022
22/12/2022 08:06:00,Premium Interest,0.54,,5.76,0.535,22/12/2022
23/12/2022 08:07:00,Premium Interest,0.54,,6.30,0.535,23/12/2022
24/12/2022 08:08:00,Premium Interest,0.54,,6.83,0.535,24/12/2022
25/12/2022 08:07:00,Premium Interest,0.54,,7.37,0.535,25/12/2022
26/12/2022 08:06:00,Premium Interest,0.54,,7.90,0.535,26/12/2022
27/12/2022 08:06:00,Premium Interest,0.54,,8.44,0.535,27/12/2022
28/12/2022 08:06:00,Premium Interest,0.54,,8.97,0.535,28/12/2022
29/12/2022 08:08:00,Premium Interest,0.54,,9.51,0.535,29/12/2022
30/12/2022 08:08:00,Premium Interest,0.54,,10.05,0.535,30/12/2022
31/12/2022 08:07:00,Premium Interest,0.54,,0.58,0.537,31/12/2022
01/01/2023 08:08:00,Premium Interest,0.54,,1.12,0.537,01/01/2023
02/01/2023 08:06:00,Premium Interest,0.55,,1.67,0.548,02/01/2023
03/01/2023 08:08:00,Premium Interest,0.55,,2.21,0.548,03/01/2023
04/01/2023 08:08:00,Premium Interest,0.55,,2.76,0.548,04/01/2023
05/01/2023 08:08:00,Premium Interest,0.55,,3.31,0.548,05/01/2023
06/01/2023 08:09:00,Premium Interest,0.55,,3.86,0.548,06/01/2023
07/01/2023 08:09:00,Premium Interest,0.55,,4.40,0.548,07/01/2023
08/01/2023 08:08:00,Premium Interest,0.55,,4.95,0.548,08/01/2023
09/01/2023 08:07:00,Premium Interest,0.55,,5.50,0.548,09/01/2023
09/01/2023 17:31:00,Bank Deposit,,"1,000.00","1,005.50","-1,000.000",09/01/2023
10/01/2023 08:08:00,Premium Interest,0.55,,"1,006.05",0.548,10/01/2023
11/01/2023 08:07:00,Premium Interest,0.68,,6.73,0.682,11/01/2023
12/01/2023 08:09:00,Premium Interest,0.68,,7.41,0.682,12/01/2023
13/01/2023 08:10:00,Premium Interest,0.68,,8.09,0.682,13/01/2023
14/01/2023 08:10:00,Premium Interest,0.68,,8.78,0.682,14/01/2023
15/01/2023 08:07:00,Premium Interest,0.68,,9.46,0.682,15/01/2023
16/01/2023 08:10:00,Premium Interest,0.68,,10.14,0.682,16/01/2023
17/01/2023 08:09:00,Premium Interest,0.68,,0.82,0.683,17/01/2023
18/01/2023 08:10:00,Premium Interest,0.68,,1.51,0.683,18/01/2023
19/01/2023 08:08:00,Premium Interest,0.68,,2.19,0.683,19/01/2023
20/01/2023 08:07:00,Premium Interest,0.68,,2.87,0.683,20/01/2023
21/01/2023 08:08:00,Premium Interest,0.68,,3.56,0.683,21/01/2023
22/01/2023 08:09:00,Premium Interest,0.68,,4.24,0.683,22/01/2023
23/01/2023 08:07:00,Premium Interest,0.68,,4.92,0.683,23/01/2023
24/01/2023 08:08:00,Premium Interest,0.68,,5.61,0.683,24/01/2023
25/01/2023 08:08:00,Premium Interest,0.68,,6.29,0.683,25/01/2023
26/01/2023 08:08:00,Premium Interest,0.68,,6.97,0.683,26/01/2023
27/01/2023 08:08:00,Premium Interest,0.68,,7.66,0.683,27/01/2023
28/01/2023 08:12:00,Premium Interest,0.68,,8.34,0.683,28/01/2023
29/01/2023 08:08:00,Premium Interest,0.68,,9.02,0.683,29/01/2023
30/01/2023 08:07:00,Premium Interest,0.68,,9.71,0.683,30/01/2023
31/01/2023 08:07:00,Premium Interest,0.68,,10.39,0.683,31/01/2023
01/02/2023 08:10:00,Premium Interest,0.68,,1.07,0.685,01/02/2023
02/02/2023 08:10:00,Premium Interest,0.70,,1.77,0.699,02/02/2023
03/02/2023 08:09:00,Premium Interest,0.70,,2.47,0.699,03/02/2023
04/02/2023 08:12:00,Premium Interest,0.70,,3.17,0.699,04/02/2023
05/02/2023 08:08:00,Premium Interest,0.70,,3.87,0.699,05/02/2023
06/02/2023 08:07:00,Premium Interest,0.70,,4.57,0.699,06/02/2023
07/02/2023 08:07:00,Premium Interest,0.70,,5.27,0.699,07/02/2023
08/02/2023 08:09:00,Premium Interest,0.70,,5.96,0.699,08/02/2023
09/02/2023 08:09:00,Premium Interest,0.70,,6.66,0.699,09/02/2023
10/02/2023 08:09:00,Premium Interest,0.70,,7.36,0.699,10/02/2023
11/02/2023 08:10:00,Premium Interest,0.70,,8.06,0.699,11/02/2023
12/02/2023 08:07:00,Premium Interest,0.70,,8.76,0.699,12/02/2023
13/02/2023 08:07:00,Premium Interest,0.70,,9.46,0.699,13/02/2023
14/02/2023 08:10:00,Premium Interest,0.70,,10.16,0.699,14/02/2023
15/02/2023 08:08:00,Premium Interest,0.70,,0.86,0.700,15/02/2023
16/02/2023 08:07:00,Premium Interest,0.70,,1.56,0.700,16/02/2023
17/02/2023 08:08:00,Premium Interest,0.70,,2.26,0.700,17/02/2023
18/02/2023 08:09:00,Premium Interest,0.70,,2.96,0.700,18/02/2023
19/02/2023 08:06:00,Premium Interest,0.70,,3.66,0.700,19/02/2023
20/02/2023 08:07:00,Premium Interest,0.70,,4.36,0.700,20/02/2023
21/02/2023 08:10:00,Premium Interest,0.70,,5.06,0.700,21/02/2023
22/02/2023 08:08:00,Premium Interest,0.70,,5.76,0.700,22/02/2023
23/02/2023 08:08:00,Premium Interest,0.70,,6.46,0.700,23/02/2023
24/02/2023 08:09:00,Premium Interest,0.70,,7.16,0.700,24/02/2023
25/02/2023 08:09:00,Premium Interest,0.70,,7.86,0.700,25/02/2023
26/02/2023 08:09:00,Premium Interest,0.70,,8.56,0.700,26/02/2023
27/02/2023 08:08:00,Premium Interest,0.70,,9.26,0.700,27/02/2023
28/02/2023 08:08:00,Premium Interest,0.70,,9.96,0.700,28/02/2023
01/03/2023 08:09:00,Premium Interest,0.70,,10.66,0.700,01/03/2023
02/03/2023 08:07:00,Premium Interest,0.70,,1.36,0.701,02/03/2023
03/03/2023 08:08:00,Premium Interest,0.70,,2.06,0.701,03/03/2023
04/03/2023 08:08:00,Premium Interest,0.70,,2.76,0.701,04/03/2023
05/03/2023 08:11:00,Premium Interest,0.70,,3.46,0.701,05/03/2023
06/03/2023 08:08:00,Premium Interest,0.70,,4.16,0.701,06/03/2023
07/03/2023 08:08:00,Premium Interest,0.70,,4.86,0.701,07/03/2023
08/03/2023 08:08:00,Premium Interest,0.70,,5.57,0.701,08/03/2023
09/03/2023 08:08:00,Premium Interest,0.70,,6.27,0.701,09/03/2023
10/03/2023 08:10:00,Premium Interest,0.70,,6.97,0.701,10/03/2023
11/03/2023 08:08:00,Premium Interest,0.70,,7.67,0.701,11/03/2023
12/03/2023 08:07:00,Premium Interest,0.70,,8.37,0.701,12/03/2023
13/03/2023 08:07:00,Premium Interest,0.70,,9.07,0.701,13/03/2023
14/03/2023 08:08:00,Premium Interest,0.70,,9.77,0.701,14/03/2023
15/03/2023 08:10:00,Premium Interest,0.70,,10.48,0.701,15/03/2023
16/03/2023 08:07:00,Premium Interest,0.70,,1.18,0.703,16/03/2023
17/03/2023 08:09:00,Premium Interest,0.70,,1.88,0.703,17/03/2023
18/03/2023 08:07:00,Premium Interest,0.70,,2.58,0.703,18/03/2023
19/03/2023 08:08:00,Premium Interest,0.70,,3.29,0.703,19/03/2023
20/03/2023 08:08:00,Premium Interest,0.70,,3.99,0.703,20/03/2023
21/03/2023 08:09:00,Premium Interest,0.70,,4.69,0.703,21/03/2023
22/03/2023 08:08:00,Premium Interest,0.70,,5.39,0.703,22/03/2023
23/03/2023 08:08:00,Premium Interest,0.70,,6.10,0.703,23/03/2023
24/03/2023 08:09:00,Premium Interest,0.70,,6.80,0.703,24/03/2023
25/03/2023 08:10:00,Premium Interest,0.70,,7.50,0.703,25/03/2023
26/03/2023 08:08:00,Premium Interest,0.70,,8.21,0.703,26/03/2023
27/03/2023 08:08:00,Premium Interest,0.70,,8.91,0.703,27/03/2023
28/03/2023 08:09:00,Premium Interest,0.70,,9.61,0.703,28/03/2023
29/03/2023 08:10:00,Premium Interest,0.70,,10.31,0.703,29/03/2023
30/03/2023 08:09:00,Premium Interest,0.70,,1.02,0.704,30/03/2023
31/03/2023 08:09:00,Premium Interest,0.70,,1.72,0.704,31/03/2023
01/04/2023 08:11:00,Premium Interest,0.70,,2.43,0.704,01/04/2023
02/04/2023 08:08:00,Premium Interest,0.73,,3.16,0.732,02/04/2023
03/04/2023 08:09:00,Premium Interest,0.73,,3.89,0.732,03/04/2023
04/04/2023 08:09:00,Premium Interest,0.73,,4.62,0.732,04/04/2023
05/04/2023 08:13:00,Premium Interest,0.73,,5.36,0.732,05/04/2023
06/04/2023 08:10:00,Premium Interest,0.73,,6.09,0.732,06/04/2023
07/04/2023 08:11:00,Premium Interest,0.73,,6.82,0.732,07/04/2023
08/04/2023 08:08:00,Premium Interest,0.73,,7.55,0.732,08/04/2023
09/04/2023 08:09:00,Premium Interest,0.73,,8.28,0.732,09/04/2023
10/04/2023 08:07:00,Premium Interest,0.73,,9.02,0.732,10/04/2023
11/04/2023 08:09:00,Premium Interest,0.73,,9.75,0.732,11/04/2023
12/04/2023 08:12:00,Premium Interest,0.73,,10.48,0.732,12/04/2023
13/04/2023 08:09:00,Premium Interest,0.73,,1.22,0.734,13/04/2023
14/04/2023 08:08:00,Premium Interest,0.73,,1.95,0.734,14/04/2023
15/04/2023 08:09:00,Premium Interest,0.73,,2.68,0.734,15/04/2023
16/04/2023 08:08:00,Premium Interest,0.73,,3.42,0.734,16/04/2023
17/04/2023 08:07:00,Premium Interest,0.73,,4.15,0.734,17/04/2023
18/04/2023 08:10:00,Premium Interest,0.73,,4.88,0.734,18/04/2023
19/04/2023 08:10:00,Premium Interest,0.73,,5.62,0.734,19/04/2023
20/04/2023 08:10:00,Premium Interest,0.73,,6.35,0.734,20/04/2023
21/04/2023 08:10:00,Premium Interest,0.73,,7.08,0.734,21/04/2023
22/04/2023 08:10:00,Premium Interest,0.73,,7.82,0.734,22/04/2023
23/04/2023 08:08:00,Premium Interest,0.73,,8.55,0.734,23/04/2023
24/04/2023 08:08:00,Premium Interest,0.73,,9.29,0.734,24/04/2023
25/04/2023 08:11:00,Premium Interest,0.73,,10.02,0.734,25/04/2023
26/04/2023 08:10:00,Premium Interest,0.74,,0.75,0.735,26/04/2023
27/04/2023 08:08:00,Premium Interest,0.74,,1.49,0.735,27/04/2023
28/04/2023 08:10:00,Premium Interest,0.74,,2.22,0.735,28/04/2023
29/04/2023 08:10:00,Premium Interest,0.74,,2.96,0.735,29/04/2023
30/04/2023 08:08:00,Premium Interest,0.74,,3.70,0.735,30/04/2023
01/05/2023 08:07:00,Premium Interest,0.74,,4.43,0.735,01/05/2023
02/05/2023 08:09:00,Premium Interest,0.76,,5.19,0.763,02/05/2023
03/05/2023 08:14:00,Premium Interest,0.76,,5.96,0.763,03/05/2023
04/05/2023 08:10:00,Premium Interest,0.76,,6.72,0.763,04/05/2023
05/05/2023 08:09:00,Premium Interest,0.76,,7.48,0.763,05/05/2023
06/05/2023 08:12:00,Premium Interest,0.76,,8.25,0.763,06/05/2023
07/05/2023 08:09:00,Premium Interest,0.76,,9.01,0.763,07/05/2023
08/05/2023 08:10:00,Premium Interest,0.76,,9.77,0.763,08/05/2023
09/05/2023 08:11:00,Premium Interest,0.76,,10.54,0.763,09/05/2023
10/05/2023 08:11:00,Premium Interest,0.76,,1.30,0.765,10/05/2023
11/05/2023 08:12:00,Premium Interest,0.76,,2.07,0.765,11/05/2023
12/05/2023 08:11:00,Premium Interest,0.76,,2.83,0.765,12/05/2023
13/05/2023 08:11:00,Premium Interest,0.76,,3.60,0.765,13/05/2023
14/05/2023 08:12:00,Premium Interest,0.76,,4.36,0.765,14/05/2023
15/05/2023 08:11:00,Premium Interest,0.76,,5.13,0.765,15/05/2023
16/05/2023 08:09:00,Premium Interest,0.76,,5.89,0.765,16/05/2023
17/05/2023 08:09:00,Premium Interest,0.76,,6.66,0.765,17/05/2023
18/05/2023 08:10:00,Premium Interest,0.76,,7.42,0.765,18/05/2023
19/05/2023 08:11:00,Premium Interest,0.76,,8.19,0.765,19/05/2023
20/05/2023 08:12:00,Premium Interest,0.76,,8.95,0.765,20/05/2023
21/05/2023 08:10:00,Premium Interest,0.76,,9.72,0.765,21/05/2023
22/05/2023 08:09:00,Premium Interest,0.76,,10.48,0.765,22/05/2023
23/05/2023 08:11:00,Premium Interest,0.77,,1.25,0.766,23/05/2023
24/05/2023 08:11:00,Premium Interest,0.77,,2.01,0.766,24/05/2023
25/05/2023 08:11:00,Premium Interest,0.77,,2.78,0.766,25/05/2023
26/05/2023 08:10:00,Premium Interest,0.77,,3.55,0.766,26/05/2023
27/05/2023 08:10:00,Premium Interest,0.77,,4.31,0.766,27/05/2023
28/05/2023 08:09:00,Premium Interest,0.77,,5.08,0.766,28/05/2023
